日期,代码,周开盘价,周开盘价标准化,最大值最小值,周开盘价标准化,周收盘价,最大值最小值,周收盘价标准化,周最高价,最大值最小值,周最高价标准化,周最低价,最大值最小值,周最低价标准化,周涨跌,lable_下周涨跌,周涨跌幅,周涨跌幅标准化,市盈率,市盈率标准化,市净率,市净率标准化,市销率,市销率标准化,市现率,市现率标准化,区间平均,成交金额,总市值,ln_市值,ln_市值标准化,Beta,Beta标准化,波动率,波动率标准化,换手率,换手率标准化,3日均价,3日均价标准化,5日均价,5日均价标准化,7日均价,7日均价标准化,10日均价,10日均价标准化
2020/1/3,688001,44.34,0.5056,33.89,0.5056,47.3,33.67,0.6123,48.21,34.6,0.5466,41.62,33.07,0.4495,1.99,0,4.392,0.2264,98.5017,0.5932,9.9726,0.2113,15.9496,0.0004,-120.9256,0.7022,61.0583,"882,413,629.00","18,967,300,000.00",23.666,0.5123,0,0.433320907,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/10,688001,46.78,0.6236,54.56,0.6236,45.74,55.93,0.5422,48.42,59.5,0.555,45.59,52.09,0.6583,-1.56,1,-3.2981,0.1799,95.2531,0.5927,9.6437,0.2033,15.4235,0.0004,-116.9374,0.7023,60.8642,"1,028,862,197.00","18,341,740,000.00",23.6324,0.5057,0.576064732,0.43937031,5.545059302,0.028544706,11.07261105,0.12974383,46.805,0.032885365,46.88,0.033315606,46.45125,0.03394883,45.96727273,0.033404285
2020/1/17,688001,45.99,0.5854,,0.5854,55.93,,1,58.37,,0.9546,43.91,,0.5699,10.19,0,22.2781,0.3344,99.3414,0.5933,11.7921,0.2556,17.8651,0.0004,-142.9888,0.7015,60.7229,"1,764,845,452.00","22,427,930,000.00",23.8336,0.5452,0.920004283,0.442982107,7.944781629,0.040897931,32.70935829,0.383273414,50.72,0.035636058,49.145,0.034925245,48.56875,0.035496401,48.21909091,0.035040675
2020/1/23,688001,53.96,0.971,,0.971,49.3,,0.7022,54.42,,0.796,44.74,,0.6136,-6.63,1,-11.8541,0.1283,87.5654,0.5917,10.3943,0.2216,15.7473,0.0004,-126.0387,0.702,60.5929,"1,478,394,878.00","19,769,300,000.00",23.7074,0.5204,2.595971768,0.46058187,11.77795161,0.060630219,16.71882196,0.195903567,49.8175,0.035001959,50.86333333,0.036146391,50.26875,0.036738844,49.20181818,0.03575482
2020/2/7,688001,39.45,0.269,,0.269,51.96,,0.8217,54,,0.7791,38.88,,0.3055,2.66,1,5.3955,0.2324,92.29,0.5923,10.9551,0.2352,16.597,0.0004,-132.8392,0.7018,60.4933,"1,582,897,057.00","20,835,960,000.00",23.7599,0.5308,-2.078098342,0.411498266,6.993399402,0.036000432,25.66286625,0.300705819,46.6225,0.03275714,45.87166667,0.032599027,46.77,0.034181788,48.28272727,0.03508692
2020/2/14,688001,52.35,0.8931,,0.8931,52.76,,0.8576,58.88,,0.9751,49,,0.8375,0.8,1,1.5396,0.2092,93.711,0.5925,11.1238,0.2393,16.8525,0.0004,-134.8844,0.7017,60.3126,"2,591,319,832.00","21,156,760,000.00",23.7752,0.5338,0.86117544,0.442364331,3.744021665,0.019273373,22.1566164,0.259621174,53.2325,0.03740135,53.03333333,0.037688517,51.15375,0.037385645,49.22454545,0.035771336
2020/2/21,688001,54.56,1,,1,53.3,,0.8819,59.5,,1,52.09,,1,0.54,0,1.0235,0.206,94.6701,0.5927,11.2376,0.2421,17.025,0.0004,-136.265,0.7017,60.1124,"1,908,038,341.00","21,373,300,000.00",23.7854,0.5358,1.781494003,0.452028831,4.298911544,0.02212982,13.56714626,0.158973662,54.945,0.038604559,54.645,0.038833859,54.655,0.039944529,53.93727273,0.039196062
2020/2/28,688001,53.22,0.9352,,0.9352,44.17,,0.4717,55.49,,0.839,44.12,,0.581,-9.13,1,-17.1295,0.0964,99.4164,0.5933,9.326,0.1955,14.018,0.0004,-112.9235,0.7025,59.9118,"1,304,142,192.00","17,712,170,000.00",23.5975,0.4988,1.839043961,0.452633178,4.925145376,0.02535353,9.696603455,0.113620398,49.4275,0.034727943,50.84833333,0.036135731,51.77125,0.037836944,52.69636364,0.038294296
2020/3/6,688001,45.33,0.5535,,0.5535,46.25,,0.5651,49.97,,0.6173,45.26,,0.6409,2.08,0,4.7091,0.2283,104.098,0.5939,9.7652,0.2062,14.6781,0.0004,-118.2412,0.7023,59.6653,"711,197,184.00","18,546,250,000.00",23.6435,0.5079,0.776809673,0.441478384,2.68672625,0.013830656,5.459788559,0.063975324,47.14,0.033120737,46.68333333,0.033175844,47.34375,0.034601112,49.18363636,0.035741608
2020/3/13,688001,46.54,0.612,,0.612,43.81,,0.4555,49.6,,0.6024,41.25,,0.4301,-2.44,0,-5.2757,0.168,98.6062,0.5932,9.25,0.1937,13.9038,0.0003,-112.0032,0.7025,59.4216,"886,369,072.00","17,567,810,000.00",23.5893,0.4972,0.780020056,0.441512097,2.787619179,0.01435003,8.773916941,0.102808776,45.655,0.032077371,45.90166667,0.032620347,46.2525,0.033803573,46.29636364,0.033643435
2020/3/20,688001,44.68,0.522,,0.522,42.24,,0.385,45.7,,0.4458,40.1,,0.3696,-1.57,0,-3.5837,0.1782,95.0725,0.5927,8.9185,0.1856,13.4055,0.0003,-107.9894,0.7026,59.2261,"673,131,597.00","16,938,240,000.00",23.5528,0.4901,1.632315249,0.450462267,3.891756145,0.020033877,6.465065482,0.075754703,42.065,0.029555024,42.21166667,0.029998022,43.0075,0.03143197,44.07909091,0.032032149
2020/3/27,688001,41.2,0.3537,,0.3537,38.5,,0.217,41.27,,0.2679,38,,0.2592,-3.74,1,-8.8542,0.1464,86.6546,0.5916,8.1288,0.1664,12.2186,0.0003,-98.4278,0.7029,59.0561,"390,729,721.00","15,438,500,000.00",23.4601,0.4718,2.175506498,0.456166457,2.747896762,0.014145548,3.694504067,0.043290522,39.37,0.027661507,39.73833333,0.02824033,40.38,0.029511665,40.86,0.029692845
2020/4/3,688001,38.01,0.1993,,0.1993,39.08,,0.243,39.87,,0.2116,36.5,,0.1803,0.58,0,1.5065,0.209,87.96,0.5917,8.2513,0.1694,12.4026,0.0003,-99.9106,0.7029,58.9136,"333,635,302.00","15,671,080,000.00",23.4751,0.4748,1.05100634,0.444357793,2.409667705,0.012404422,6.409800621,0.075107134,37.93,0.026649757,37.875,0.026916139,38.3575,0.028033524,38.83454545,0.028220953
2020/4/10,688001,40.38,0.314,,0.314,37.72,,0.1819,40.5,,0.2369,37.51,,0.2334,-1.36,1,-3.48,0.1788,84.899,0.5913,7.9641,0.1624,11.971,0.0003,-96.4337,0.703,58.7794,"214,374,299.00","15,125,720,000.00",23.4397,0.4678,1.704979245,0.45122533,2.298474404,0.011832024,3.771924286,0.044197697,39.1875,0.027533281,39.08166667,0.027773665,38.55875,0.028180607,38.47727273,0.027961324
2020/4/17,688001,37.26,0.163,,0.163,38.24,,0.2053,38.98,,0.1759,36.7,,0.1909,0.52,1,1.3786,0.2082,86.9038,0.5916,8.0808,0.1652,12.1919,0.0003,-142.9463,0.7015,58.6321,"180,324,743.00","15,334,240,000.00",23.4534,0.4705,0.73795622,0.441070374,1.171574997,0.006031002,3.525325974,0.04130817,37.99,0.026691914,37.795,0.026859286,38.25125,0.027955871,38.50363636,0.027980482
2020/4/24,688001,38.39,0.2177,,0.2177,39.22,,0.2493,39.66,,0.2032,37.2,,0.2171,0.98,0,2.5628,0.2153,89.131,0.5919,8.2879,0.1703,12.5044,0.0003,-146.6097,0.7014,58.4688,"282,764,195.00","15,727,220,000.00",23.4787,0.4755,0.450861799,0.438055522,5.555547176,0.028598695,4.765355023,0.055838267,38.69,0.027183736,38.65,0.027466898,38.46,0.028108436,38.22090909,0.027775025
2020/4/30,688001,39.5,0.2714,,0.2714,36.87,,0.1438,39.6,,0.2008,33.07,,0,-2.35,1,-5.9918,0.1637,82.5188,0.591,7.7543,0.1573,11.8872,0.0003,257.4887,0.7146,58.3579,"301,272,187.00","14,784,870,000.00",23.4169,0.4633,1.725256983,0.451438272,8.164753058,0.042030294,6.290407716,0.073708142,36.0325,0.025316567,37.01333333,0.026303789,37.36125,0.027305416,37.63090909,0.027346274
2020/5/8,688001,36.75,0.1384,,0.1384,42.91,,0.4151,46.9,,0.494,36.2,,0.1646,6.04,0,16.3819,0.2988,96.037,0.5928,9.0247,0.1882,13.8346,0.0003,299.6702,0.7159,58.2425,"750,438,182.00","17,206,910,000.00",23.5686,0.4932,-1.345687058,0.419189504,1.845215236,0.009498749,11.22971051,0.131584651,41.615,0.029238852,39.31,0.027935932,39.1175,0.028588969,38.95272727,0.028306835
2020/5/15,688001,42.91,0.4364,,0.4364,42.53,,0.398,43.5,,0.3574,40.5,,0.3906,-0.38,0,-0.8856,0.1945,95.1865,0.5927,8.9447,0.1863,13.7121,0.0003,297.0164,0.7158,58.0398,"527,588,890.00","17,054,530,000.00",23.5597,0.4914,2.239254446,0.45683589,3.657395184,0.01882744,6.87252745,0.080529157,41.865,0.029414503,41.96166667,0.029820358,42.30625,0.030919462,40.42909091,0.029379705
2020/5/22,688001,43.42,0.4611,,0.4611,39.37,,0.2561,44.35,,0.3916,38.6,,0.2907,-3.0374,1,-7.1417,0.1567,88.1141,0.5918,8.5221,0.176,12.6932,0.0003,274.948,0.7151,57.8327,"582,145,472.00","15,787,370,000.00",23.4825,0.4762,5.297666063,0.488953052,9.664042169,0.049748294,6.633986105,0.077734038,41.56,0.029200209,41.57833333,0.029547939,41.62375,0.030420658,41.70090909,0.030303931
2020/5/29,688001,39.02,0.2482,,0.2482,42.45,,0.3944,48.66,,0.5647,37.76,,0.2466,3.08,1,7.8232,0.2471,95.0075,0.5927,9.1888,0.1922,13.6863,0.0003,296.4577,0.7158,57.6248,"1,212,089,148.00","17,022,450,000.00",23.5578,0.491,2.833180969,0.463072864,3.378704225,0.017392802,9.541791626,0.111806383,43.6475,0.030666894,41.985,0.02983694,42.0725,0.030748626,42.00090909,0.03052194
2020/6/5,688001,43.4,0.4601,,0.4601,44.15,,0.4708,46.5,,0.4779,43,,0.5221,1.7,0,4.0047,0.224,98.8122,0.5932,9.5568,0.2012,14.2344,0.0004,308.33,0.7162,57.3783,"845,927,128.00","17,704,150,000.00",23.5971,0.4988,-0.070192527,0.432583798,2.293982203,0.011808899,6.760699979,0.079218814,44.9075,0.031552174,44.58166667,0.031682279,44.26125,0.032348271,43.35909091,0.031508927
2020/6/12,688001,44.9,0.5327,,0.5327,42.91,,0.4151,48.1,,0.5422,42.28,,0.4842,-1.24,1,-2.8086,0.1829,96.037,0.5928,9.2884,0.1946,13.8346,0.0003,299.6702,0.7159,57.1315,"626,944,823.00","17,206,910,000.00",23.5686,0.4932,-0.984426724,0.422983191,2.491831102,0.01282738,4.838185007,0.056691656,43.8475,0.030807415,44.21,0.031418152,44.3875,0.032440541,44.41818182,0.032278565
2020/6/19,688001,44.01,0.4896,,0.4896,46.06,,0.5566,48.39,,0.5538,44.01,,0.5752,3.15,1,7.3409,0.2442,103.087,0.5938,9.9702,0.2112,14.8502,0.0004,321.6689,0.7167,56.8748,"909,344,482.00","18,470,060,000.00",23.6394,0.5071,-0.056744859,0.432725015,2.050358699,0.010554781,8.463565087,0.099172214,45.765,0.032154657,45.17833333,0.032106305,44.8675,0.032791348,44.85636364,0.032596991
2020/6/24,688001,47.23,0.6454,,0.6454,46.45,,0.5741,48.49,,0.5578,44.73,,0.613,0.39,1,0.8467,0.205,103.9599,0.5939,10.0546,0.2133,14.9759,0.0004,324.3925,0.7167,56.7115,"485,286,197.00","19,931,064,116.10",23.7155,0.522,1.044131341,0.444285597,1.95699865,0.010074185,8.489140364,0.099471894,46.105,0.032393542,45.92833333,0.032639298,45.815,0.033483827,45.20909091,0.032853317
2020/7/3,688001,46.88,0.6284,,0.6284,46.8,,0.5898,47.47,,0.5169,44.58,,0.6052,0.35,1,0.7535,0.2044,112.0795,0.595,7.7819,0.1579,16.1456,0.0004,349.7288,0.7176,56.4054,"707,999,838.00","20,081,244,362.40",23.7231,0.5235,1.527192223,0.449358343,3.961240119,0.020391564,9.220852324,0.108045762,46.04,0.032347873,45.955,0.032658249,45.955,0.033586146,45.89545455,0.033352095
2020/7/10,688001,47.98,0.6817,,0.6817,50.3,,0.7471,53.5,,0.759,47.2,,0.7429,3.5,0,7.4786,0.245,120.4615,0.5962,8.3638,0.1721,17.353,0.0004,375.8837,0.7184,56.0233,"1,338,236,833.00","21,583,046,825.40",23.7952,0.5377,2.168298605,0.456090765,5.616455887,0.028912239,12.5401743,0.146940071,51.1125,0.03591183,50.23833333,0.03570223,49.1825,0.03594496,48.21454545,0.035037372
2020/7/17,688001,50.73,0.8147,,0.8147,44.88,,0.5036,56.58,,0.8827,44.58,,0.6052,-5.42,0,-10.7753,0.1348,107.4814,0.5944,7.4626,0.1502,15.4832,0.0004,335.3809,0.7171,55.6341,"1,223,650,387.00","19,257,398,439.84",23.6812,0.5153,1.224190948,0.446176449,3.212693711,0.016538217,6.776616259,0.079405313,48.6125,0.034155321,49.48333333,0.035165684,50.08125,0.03660181,49.82090909,0.036204712
2020/7/24,688001,44.8,0.5278,,0.5278,41.1,,0.3338,46.86,,0.4924,40.22,,0.3759,-3.78,1,-8.4225,0.149,98.4288,0.5932,6.8341,0.1349,14.1791,0.0004,307.1336,0.7162,55.3145,"535,010,064.00","17,635,451,779.80",23.5932,0.498,1.626629742,0.450402562,3.845598115,0.019796266,8.580508133,0.1005425,44.2525,0.031091969,44.58166667,0.031682279,45.4575,0.033222549,47.22818182,0.034320584
2020/7/31,688001,41.5,0.3682,,0.3682,42.97,,0.4178,43.74,,0.3671,40.61,,0.3964,1.87,1,4.5499,0.2273,102.9072,0.5938,7.145,0.1424,14.8243,0.0004,321.1078,0.7166,55.0402,"282,892,597.00","18,437,843,381.46",23.6377,0.5067,2.960277437,0.464407537,3.360271065,0.017297912,4.685557765,0.054903239,42.53,0.029881734,42.08,0.029904452,42.81375,0.031290368,43.53363636,0.031635769
2020/8/7,688001,43.19,0.4499,,0.4499,43.05,,0.4214,46.19,,0.4655,42.43,,0.4921,0.08,0,0.1862,0.201,103.0988,0.5938,7.1583,0.1428,14.8519,0.0004,321.7056,0.7167,54.7273,"426,849,841.00","18,472,170,294.90",23.6395,0.5071,1.908794446,0.453365645,2.141094366,0.011021867,3.784051347,0.044339796,44.045,0.030946179,44.09833333,0.031338795,43.77625,0.03199381,43.1,0.031320647
2020/8/14,688001,42.8,0.4311,,0.4311,42.54,,0.3985,43.63,,0.3627,40.5,,0.3906,-0.51,0,-1.1847,0.1927,101.8774,0.5936,7.0735,0.1407,14.6759,0.0004,317.8945,0.7165,54.4423,"217,444,770.00","18,253,336,221.72",23.6276,0.5048,0.938948605,0.443181046,1.706936055,0.008786919,2.216029899,0.025966433,41.7775,0.029353025,42.21833333,0.03000276,42.79875,0.031279405,43.16818182,0.031370194
2020/8/21,688001,42.48,0.4156,,0.4156,41.38,,0.3464,43.8,,0.3695,41.27,,0.4311,-1.16,0,-2.7268,0.1834,99.0994,0.5933,6.8806,0.136,14.2757,0.0004,309.226,0.7162,54.1498,"176,487,750.00","17,755,595,976.84",23.6,0.4993,1.092698587,0.444795614,1.706120345,0.00878272,1.240648015,0.01453735,42,0.029509354,42.25,0.030025264,42.05,0.030732182,42.20636364,0.030671244
2020/8/28,688001,41.58,0.372,,0.372,39.99,,0.2839,41.97,,0.296,39.2,,0.3223,-1.39,1,-3.3591,0.1796,109.5429,0.5947,6.3868,0.124,14.7028,0.0004,158.3366,0.7113,53.8803,"163,596,193.00","17,159,165,855.82",23.5658,0.4926,0.039989722,0.433740849,1.172328597,0.006034881,1.693008457,0.019837905,40.0425,0.028134008,40.52666667,0.028800565,40.83,0.029840547,41.38909091,0.030077334
2020/9/4,688001,40.2,0.3053,,0.3053,40.21,,0.2938,41.98,,0.2964,39.43,,0.3344,0.22,0,0.5501,0.2032,110.1456,0.5948,6.4219,0.1248,14.7837,0.0004,159.2077,0.7113,53.5224,"149,744,898.00","17,253,564,867.78",23.5713,0.4937,0.854975599,0.442299224,2.384046768,0.012272531,1.53601204,0.017998292,40.4825,0.028443153,40.43,0.028731868,40.24,0.029409346,40.52272727,0.02944775
2020/9/11,688001,40.02,0.2966,,0.2966,37.66,,0.1792,40.72,,0.2458,36.63,,0.1872,-2.55,1,-6.3417,0.1616,103.1605,0.5938,6.0147,0.1149,13.8461,0.0003,149.1112,0.711,53.1852,"141,057,754.00","16,159,394,501.88",23.5058,0.4808,-0.34536893,0.4296941,1.264975277,0.006511805,1.104475398,0.012941741,38.0925,0.02676393,38.785,0.027562837,39.1675,0.028625511,39.55272727,0.028742854
2020/9/18,688001,37.88,0.193,,0.193,40.95,,0.327,41.56,,0.2795,37.88,,0.2529,3.29,0,8.7361,0.2526,112.1726,0.595,6.5401,0.1277,15.0557,0.0004,162.1376,0.7114,52.839,"195,162,543.00","17,571,088,817.10",23.5895,0.4973,0.803486528,0.441758525,2.042127561,0.010512409,2.930795703,0.034341734,40.1825,0.028232372,39.56166667,0.028114781,39.03625,0.028529587,39.31090909,0.028567125
2020/9/25,688001,41.19,0.3532,,0.3532,39.66,,0.2691,41.45,,0.2751,39.09,,0.3165,-1.29,1,-3.1502,0.1808,108.639,0.5946,6.3341,0.1227,14.5815,0.0004,157.03,0.7113,52.4646,"193,569,309.00","17,017,567,337.88",23.5575,0.491,-3.451407116,0.397076799,2.806812189,0.014448832,1.973782558,0.023127888,40.34,0.028343032,40.475,0.028763847,40.405,0.029529936,39.93363636,0.029019659
2020/9/30,688001,39.79,0.2854,,0.2854,40.44,,0.3041,40.98,,0.2562,38.43,,0.2818,0.78,1,1.9667,0.2117,110.7756,0.5949,6.4587,0.1257,14.8682,0.0004,160.1183,0.7114,52.2502,"96,285,868.00","17,352,254,743.92",23.577,0.4948,1.775987917,0.45197101,2.686767057,0.013830866,2.60171101,0.030485669,39.7,0.027893366,40.07,0.028476031,40.13,0.029328953,40.21636364,0.029225116
2020/10/9,688001,41.13,0.3503,,0.3503,42.35,,0.3899,42.87,,0.3321,41.13,,0.4238,1.91,0,4.723,0.2284,116.0076,0.5956,6.7637,0.1331,15.5705,0.0004,167.6808,0.7116,52.1749,"71,884,777.00","18,171,809,802.30",23.6231,0.5039,1.036535273,0.444205829,2.354094571,0.012118344,4.44073053,0.052034465,40.3725,0.028365867,40.235,0.02859329,40.35625,0.029494308,40.46363636,0.029404809
2020/10/16,688001,42.85,0.4335,,0.4335,42.25,,0.3854,43.25,,0.3474,41.44,,0.4401,-0.1,0,-0.2361,0.1984,115.7337,0.5955,6.7478,0.1328,15.5337,0.0004,167.2849,0.7116,51.7598,"198,940,491.00","18,128,901,160.50",23.6208,0.5034,1.974519095,0.454055837,1.835902464,0.009450809,1.922598194,0.022528133,42.2825,0.02970784,42.41333333,0.030141338,41.87375,0.03060337,41.23090909,0.029962384
2020/10/23,688001,42.38,0.4107,,0.4107,41.02,,0.3302,42.79,,0.3289,40.9,,0.4117,-1.23,1,-2.9112,0.1823,112.3644,0.5951,6.5513,0.128,15.0815,0.0004,162.4148,0.7114,51.352,"125,588,017.00","17,601,124,866.36",23.5912,0.4976,1.36527184,0.447657976,2.789206567,0.014358202,1.283965263,0.015044922,41.565,0.029203722,41.61166667,0.029571628,41.73375,0.030501052,41.99090909,0.030514673
2020/10/30,688001,40.8,0.3343,,0.3343,42.18,,0.3823,44.5,,0.3976,40.21,,0.3754,1.16,1,2.8279,0.2169,82.2686,0.591,6.4944,0.1266,12.4346,0.0003,191.9704,0.7124,51.0159,"285,029,710.00","18,098,865,111.24",23.6191,0.5031,1.229305469,0.446230158,2.382878277,0.012266516,3.575137169,0.041891835,42.955,0.030180341,42.43,0.030153182,42.21,0.030849118,42.11181818,0.030602538
2020/11/6,688001,42.25,0.4045,,0.4045,45.7,,0.5404,45.98,,0.457,42.25,,0.4826,3.52,0,8.3452,0.2503,89.1341,0.5919,7.0364,0.1398,13.4723,0.0003,207.9906,0.7129,50.7907,"332,989,615.00","19,609,249,302.60",23.6993,0.5188,1.586561601,0.449981796,3.191735944,0.016430332,5.730713812,0.067149903,44.6425,0.031365984,43.985,0.031258254,43.91875,0.032097956,43.30090909,0.031466647
2020/11/13,688001,45.97,0.5844,,0.5844,44.7,,0.4955,47.39,,0.5137,43.41,,0.5436,-1,0,-2.1882,0.1866,87.1837,0.5916,6.8824,0.136,13.1775,0.0003,203.4394,0.7128,50.5448,"331,179,541.00","19,180,162,884.60",23.6771,0.5145,0.171772424,0.435124733,1.894340543,0.009751635,2.243157794,0.026284305,44.2525,0.031091969,44.95166667,0.031945223,44.7525,0.032707301,44.35636364,0.032233642
2020/11/20,688001,47.74,0.6701,,0.6701,43.8,,0.4551,47.99,,0.5378,43.68,,0.5578,-0.9,0,-2.0134,0.1877,85.4283,0.5914,6.7439,0.1327,12.9122,0.0003,199.3433,0.7127,50.2963,"274,525,035.00","18,793,985,108.40",23.6568,0.5105,-0.592845351,0.427095287,1.547824541,0.007967849,2.307187012,0.02703457,44.605,0.031339637,44.75666667,0.031806644,44.5125,0.032531897,44.86818182,0.032605579
2020/11/27,688001,43.8,0.4794,,0.4794,42.76,,0.4084,44.18,,0.3847,41.78,,0.4579,-1.04,0,-2.3744,0.1855,83.3999,0.5911,6.5837,0.1288,12.6056,0.0003,194.6101,0.7125,50.0739,"166,132,428.00","18,347,735,233.68",23.6328,0.5058,0.343961481,0.436932935,0.906543774,0.004666681,1.385943886,0.016239861,42.525,0.029878221,42.71833333,0.030358088,43.17625,0.031555301,43.73181818,0.031779787
2020/12/4,688001,43,0.4407,,0.4407,42.02,,0.3751,43.5,,0.3574,41.55,,0.4458,-0.74,0,-1.7306,0.1894,81.9566,0.5909,6.4698,0.126,12.3874,0.0003,191.2422,0.7124,49.8476,"150,766,643.00","18,030,211,284.36",23.6153,0.5023,1.512889619,0.449208148,0.984982639,0.005070467,2.25392729,0.026410497,42.5175,0.029872952,42.65333333,0.030311896,42.60375,0.03113689,42.67909091,0.031014773
2020/12/11,688001,42.38,0.4107,,0.4107,38.21,,0.204,42.38,,0.3124,37.81,,0.2492,-3.81,0,-9.0671,0.1451,74.5255,0.5899,5.8832,0.1117,11.2643,0.0003,173.902,0.7118,49.6504,"267,344,985.00","16,395,392,031.78",23.5203,0.4837,1.637958759,0.450521531,1.806269685,0.009298266,5.208865285,0.061035119,39.2475,0.027575438,39.99666667,0.028423916,40.60625,0.02967702,41.26181818,0.029984845
2020/12/18,688001,38.21,0.209,,0.209,38.2,,0.2035,39.41,,0.1932,37.33,,0.224,-0.01,0,-0.0262,0.1997,74.506,0.5899,5.8816,0.1117,11.2613,0.0003,173.8565,0.7118,49.4743,"127,983,844.00","16,391,101,167.60",23.52,0.4836,1.405258607,0.448077887,2.11529845,0.010889076,1.640721397,0.019225229,38.4425,0.027009842,38.52,0.027374513,38.6975,0.028282013,39.35363636,0.028598175
2020/12/25,688001,38.01,0.1993,,0.1993,37.86,,0.1882,39.37,,0.1916,36.77,,0.1945,-0.34,1,-0.8901,0.1945,73.8428,0.5898,5.8293,0.1104,11.1611,0.0003,172.3091,0.7118,49.3014,"132,552,626.00","16,603,002,225.78",23.5328,0.4861,-1.231663238,0.420386897,2.163123011,0.011135266,1.276241186,0.014954415,37.8975,0.026626923,38.12,0.02709025,38.16,0.027889181,38.33090909,0.027854962
2020/12/31,688001,37.8,0.1892,,0.1892,39.4,,0.2574,39.91,,0.2133,36.71,,0.1914,1.54,0,4.0676,0.2244,78.539,0.5905,5.5513,0.1036,11.8709,0.0003,183.2673,0.7121,49.1545,"138,128,855.00","17,278,348,856.20",23.5727,0.494,-0.792833033,0.424995165,1.987495902,0.010231177,1.913012017,0.022415807,38.75,0.027225892,38.32,0.027232381,38.32375,0.028008858,38.37636364,0.027887994
2021/1/8,688001,39.39,0.2661,,0.2661,37.55,,0.1743,39.5,,0.1968,36.25,,0.1672,-1.85,1,-4.6954,0.1715,74.8512,0.59,5.2906,0.0973,11.3135,0.0003,174.6621,0.7118,48.9597,"171,482,745.00","16,467,055,826.15",23.5246,0.4845,-0.283331716,0.430345568,2.956697788,0.015220409,1.540347406,0.018049092,37.9125,0.026637462,38.41833333,0.027302263,38.5625,0.028183348,38.27545455,0.027814663
2021/1/15,688001,37.44,0.1717,,0.1717,38.43,,0.2138,38.94,,0.1743,35.68,,0.1372,0.88,0,2.3435,0.214,76.6054,0.5902,5.4146,0.1003,11.5786,0.0003,178.7554,0.712,48.7867,"183,017,863.00","16,852,968,186.39",23.5478,0.4891,-0.645645561,0.426540818,1.72447318,0.008877196,2.755227692,0.032284508,37.2575,0.026177256,37.11166667,0.026373671,37.21125,0.027195789,37.78454545,0.027457921
2021/1/22,688001,38.76,0.2356,,0.2356,37.33,,0.1644,40.58,,0.2402,37.25,,0.2198,-1.1,0,-2.8623,0.1826,74.4127,0.5899,5.2596,0.0965,11.2472,0.0003,173.6388,0.7118,48.5856,"206,568,724.00","16,370,577,736.09",23.5188,0.4834,-0.511531955,0.427949179,1.686678754,0.008682639,2.289650496,0.026829085,38.4325,0.027002816,38.44,0.02731766,38.10625,0.027849898,37.71636364,0.027408373
2021/1/29,688001,37.66,0.1824,,0.1824,35.78,,0.0948,38.48,,0.1558,35.68,,0.1372,-1.55,0,-4.1522,0.1748,71.3229,0.5895,5.0412,0.0912,10.7802,0.0003,166.4291,0.7116,48.4019,"127,991,393.00","15,690,845,737.94",23.4763,0.475,1.741483682,0.451608672,1.553017898,0.007994583,2.257703506,0.026454745,36.8475,0.025889189,36.995,0.026290761,37.4025,0.027335564,37.75272727,0.027434799
2021/2/5,688001,35.81,0.0929,,0.0929,34.08,,0.0184,36.63,,0.0815,34,,0.0489,-1.7,1,-4.7513,0.1712,67.9342,0.589,4.8017,0.0854,10.268,0.0003,158.5216,0.7113,48.2404,"89,242,324.00","14,945,333,223.84",23.4277,0.4655,1.124208106,0.445126504,1.075555918,0.005536718,0.990333305,0.011604276,35.035,0.02461572,35.27,0.025064877,35.69375,0.026086726,36.16454545,0.026280672
2021/2/10,688001,34.08,0.0092,,0.0092,34.78,,0.0499,34.99,,0.0157,33.49,,0.0221,0.7,1,2.054,0.2123,56.1534,0.5874,4.8047,0.0854,9.1115,0.0002,161.7776,0.7114,48.1912,"44,948,101.00","15,252,308,964.94",23.448,0.4695,-0.600653325,0.427013293,1.125497664,0.005793806,1.127306937,0.013209271,34.3675,0.024146732,34.57166667,0.024568602,34.90375,0.025509356,35.35818182,0.025694689
2021/2/19,688001,34.83,0.0455,,0.0455,36.58,,0.1307,36.7,,0.0843,34.83,,0.0925,1.8,0,5.1754,0.2311,59.0595,0.5878,5.0533,0.0915,9.5831,0.0002,170.1502,0.7117,48.1663,"45,573,146.00","16,041,675,156.34",23.4985,0.4794,0.287502031,0.436340039,1.643859656,0.008462216,1.79063871,0.020981892,35.35,0.02483704,34.92833333,0.024822069,34.94125,0.025536763,35.19181818,0.025573793
2021/2/26,688001,36.79,0.1403,,0.1403,35.52,,0.0831,37.07,,0.0992,35.4,,0.1225,-1.06,1,-2.8978,0.1824,57.3481,0.5876,4.9069,0.0879,9.3054,0.0002,165.2197,0.7115,48.0896,"104,365,837.00","15,576,826,176.96",23.4691,0.4736,0.56210064,0.43922367,1.543810866,0.007947188,1.305189571,0.015293619,36.07,0.025342915,36.19166667,0.025719866,35.93125,0.026260303,35.46727273,0.025773965
2021/3/5,688001,35.98,0.1011,,0.1011,36.48,,0.1262,36.68,,0.0835,35.58,,0.132,0.96,0,2.7027,0.2162,58.8981,0.5878,5.0395,0.0912,9.5569,0.0002,169.6851,0.7117,48.0164,"94,808,834.00","15,997,821,479.04",23.4957,0.4788,0.359981858,0.437101169,2.22832525,0.011470912,1.485813341,0.017410086,36.0725,0.025344671,36.02333333,0.025600239,36.07,0.026361708,36.16090909,0.026278029
